,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
152,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Level 5,E10+
153,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,102.0,Namco,T
154,Destiny,PS4,2014.0,Shooter,Activision,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,"Bungie Software, Bungie",T
155,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,0.29,0.14,0.0,0.04,0.57,73.0,22.0,7.7,62.0,Traveller's Tales,E10+
156,Cooking Mama,DS,2006.0,Simulation,505 Games,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.2,29.0,Taito Corporation,E
157,Tetris,NES,1988.0,Puzzle,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
159,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Ubisoft Montreal,M
160,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Ubisoft Montreal,M
161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Turn 10,E
162,Super Mario Advance,GBA,2001.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,41.0,Nintendo,E
163,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,124.0,Capcom,T
164,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Rocksteady Studios,T
165,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,0.29,0.14,0.0,0.04,0.57,73.0,22.0,7.7,156.67227235438884,Rockstar North,M
166,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,24.0,7.7,108.0,Intelligent Systems,E
167,Super Mario World,GBA,2001.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
168,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
169,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,0.29,0.14,0.06,0.04,0.57,68.81214905564063,22.0,7.116133442712647,156.0,Traveller's Tales,E
170,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.6,156.67227235438884,Treyarch,M
171,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Naughty Dog,T
172,Dr. Mario,GB,1989.0,Puzzle,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
173,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.3,156.67227235438884,Square Enix,T
174,Pokemon Pinball,GB,1999.0,Misc,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
175,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,156.67227235438884,SquareSoft,T
176,Assassin's Creed III,X360,2012.0,Action,Ubisoft,0.29,0.14,0.03,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,M
177,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,SquareSoft,T
178,Donkey Kong 64,N64,1999.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
179,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Sledgehammer Games,M
180,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
181,Assassin's Creed II,X360,2009.0,Action,Ubisoft,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Ubisoft Montreal,M
182,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.116133442712647,156.67227235438884,Core Design Ltd.,T
184,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
185,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E
186,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Level 5,T
187,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
188,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,147.0,Level 5,E
189,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
190,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,0.29,0.14,0.03,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Electronic Arts,E
191,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
192,Diablo III,PC,2012.0,Role-Playing,Activision,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Blizzard Entertainment,M
193,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.6,100.0,EA LA,T
194,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,112.0,Harmonix Music Systems,T
197,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,0.29,0.14,0.05,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Lionhead Studios,M
198,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
199,Resident Evil 5,PS3,2009.0,Action,Capcom,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.5,156.67227235438884,Capcom,M
200,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E
201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
202,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,EA Sports,E
203,Resident Evil,PS,1996.0,Action,Virgin Interactive,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,156.67227235438884,Capcom,M
204,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,150.0,Rockstar Leeds,M
205,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,0.29,0.14,0.02,0.04,0.57,73.0,22.0,7.7,69.0,Neversoft Entertainment,T
206,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
207,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,0.29,0.01,0.01,0.04,0.57,73.0,24.0,7.7,46.0,"Neversoft Entertainment, BudCat",T
209,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,47.0,Nintendo,T
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
211,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Bethesda Game Studios,M
212,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,"Naughty Dog, SCE/WWS",T
213,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.7,121.0,EA Sports,E
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
216,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
217,Dr. Mario,NES,1990.0,Puzzle,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Blizzard Entertainment,T
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.3,156.67227235438884,Ubisoft Montreal,M
220,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,SCE Santa Monica,M
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,156.67227235438884,Naughty Dog,E
222,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,0.29,0.14,0.0,0.04,0.57,73.0,22.0,7.116133442712647,46.0,TT Fusion,E
223,Driver 2,PS,2000.0,Action,Atari,0.29,0.14,0.02,0.04,0.57,68.81214905564063,22.0,7.7,92.0,Reflections Interactive,T
224,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.29,0.14,0.04,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Rocksteady Studios,T
225,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
226,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
227,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,0.29,0.14,0.02,0.04,0.57,73.0,22.0,7.7,156.67227235438884,Neversoft Entertainment,T
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,78.0,Stormfront Studios,T
229,Tomb Raider,PS,1996.0,Action,Eidos Interactive,0.29,0.14,0.06,0.04,0.57,73.0,22.0,7.7,147.0,Core Design Ltd.,T
230,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.6,119.0,Nintendo,E
231,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Bluepoint Games,T
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E
234,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,87.0,Vicarious Visions,T
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Next Level Games,E
236,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Turn 10,E
237,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
238,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.7,78.0,EA Tiburon,E
239,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Neversoft Entertainment,T
240,Pitfall!,2600,1981.0,Platform,Activision,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.7,39.0,EA Sports,E
242,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,0.29,0.14,0.03,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,343 Industries,T
243,Spider-Man: The Movie,PS2,2002.0,Action,Activision,0.29,0.14,0.03,0.04,0.57,73.0,25.0,7.7,41.0,Treyarch,E
244,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,0.06,0.02,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
245,Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Infinity Ward,M
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,0.29,0.14,0.02,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,SCE Santa Monica,M
247,Splatoon,WiiU,2015.0,Shooter,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E10+
248,Nintendo Land,WiiU,2012.0,Misc,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E10+
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.5,156.67227235438884,Neversoft Entertainment,T
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,0.14,0.06,0.04,0.57,73.0,22.0,7.7,33.0,Konami,E
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Bethesda Softworks,M
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,137.0,EA Canada,T
254,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,0.29,0.14,0.01,0.04,0.57,68.81214905564063,26.168198060234815,7.7,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+
255,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,High Moon Studios,M
256,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Insomniac Games,M
257,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
258,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Square Enix,E10+
259,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
260,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Nintendo,E
261,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
262,Asteroids,2600,1980.0,Shooter,Atari,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
263,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,High Moon Studios,M
264,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.29,0.14,0.04,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,109.0,EA Sports,E
265,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Lionhead Studios,M
266,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,0.29,0.14,0.05,0.04,0.57,73.0,22.0,7.3,29.0,Mass Media,E
267,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Rocksteady Studios,T
268,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,0.29,0.0,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,KCEJ,M
269,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.5,156.67227235438884,Ubisoft Montreal,M
270,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Bethesda Game Studios,M
271,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.116133442712647,156.67227235438884,EA Canada,E
272,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,109.0,Ready at Dawn,E10+
273,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
274,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.29,0.14,0.04,0.04,0.57,73.0,26.168198060234815,7.7,47.0,EA Canada,E
275,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.5,29.0,"SCEE, Zoe Mode",E
276,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.116133442712647,120.0,Polyphony Digital,E
277,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,0.29,0.14,0.04,0.04,0.57,73.0,26.168198060234815,7.2,156.67227235438884,Ubisoft Montreal,M
278,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.29,0.14,0.02,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
279,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
280,Street Fighter IV,PS3,2009.0,Fighting,Capcom,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.3,156.67227235438884,Capcom,T
281,Excitebike,NES,1984.0,Racing,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
282,Frogger,PS,1997.0,Action,Hasbro Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
283,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,0.29,0.14,0.01,0.04,0.57,73.0,25.0,7.7,65.0,EA Sports,E
284,Half-Life,PC,1997.0,Shooter,Vivendi Games,0.29,0.0,0.06,0.0,0.57,73.0,24.0,7.7,156.67227235438884,Valve Software,M
285,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
286,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.29,0.14,0.03,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
287,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,0.29,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
288,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,0.29,0.14,0.0,0.0,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Blizzard Entertainment,T
289,Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,0.29,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,EA DICE,M
290,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,0.29,0.04,0.04,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,SCE Santa Monica,M
291,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.7,29.0,Konami,E
292,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,0.29,0.14,0.04,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Obsidian Entertainment,M
293,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,0.29,0.14,0.03,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Turn 10,E
